sum.taxonomy,K0512_L7,K0514_B2,K0514_E4,K0514_L7,K0515_G5,K0515_K6,K0515_L7,K0572_B2,K0611_K6,K0613_A1,K0613_B2,K0613_K6,K0613_M8,K0614_G5,K0614_T9,K0615_L7,K0616_B2,K0616_C3,K0616_G5,K0616_K6,K0617_B2,K0617_C3,K0617_E4,K0617_L7,K0618_G5,K0619_E4,K0619_M8,K0619_T9,K0712_A1,K0712_B2,K0712_K6,K0713_C3,K0714_T9,K0715_A1,K0716_B2,K0717_C3,K0717_K6,K0718_A1,K0718_B2,K0719_G5,K0719_K6,K0720_L7,K0757_A1,K0759_E4,K0773_A1,K0774_M8,K0777_G5,K0778_A1,K0779_E4,K0779_K6,K0779_T9,K0792_C3,K0832_K6,K0835_A1,K0836_G5,K0838_B2,K0713_G5
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,61,5,0,0,25,0,0,41,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,14,0,5,3,3,28,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin5102,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin515,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin516,0,74,0,49,0,0,46,0,68,40,44,34,86,16,0,34,2,10,144,31,31,69,84,45,26,0,28,89,8,0,27,0,12,51,33,31,21,52,106,0,1,38,65,0,66,35,18,27,19,33,238,50,37,0,63,12,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin517,3,0,0,7,21,0,0,12,0,0,0,0,0,62,0,0,0,12,4,2,3,0,20,12,0,0,18,3,0,0,7,0,14,0,0,0,21,7,3,13,4,0,0,44,18,16,0,1,0,0,0,0,3,9,0,18,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;bacterium Ellin518,0,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,0,19,0,0,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;unidentified eubacterium RB01,0,80,2,92,50,88,78,0,65,128,86,24,42,63,0,48,98,17,136,24,6,113,112,98,76,130,170,150,23,10,18,0,84,121,28,4,12,60,63,1,76,1,57,45,138,261,85,20,104,8,52,122,2,1,147,28,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;unidentified eubacterium RB02,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,9,34,0,0,0,3,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;,0,0,0,88,13,0,0,0,0,0,0,8,7,0,0,12,0,28,0,10,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;Haloferula helveola,0,0,17,0,18,0,0,0,7,22,0,0,4,9,0,0,0,6,0,27,38,0,19,12,0,0,0,11,1,0,97,0,30,0,0,0,0,102,3,0,28,0,0,0,16,16,0,0,0,0,0,23,8,0,5,24,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;Haloferula sp. enrichment culture clone Y077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;,0,6,3,18,0,0,6,0,0,2,0,0,6,0,107,5,0,65,43,31,17,1,12,7,0,17,0,1,1,0,26,12,47,27,0,0,4,24,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,10,2,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae,0,0,42,31,13,30,0,0,0,0,0,20,0,5,0,0,0,4,0,11,0,0,5,0,0,0,8,0,0,0,0,0,0,0,65,0,5,1,2,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;,2,732,1104,344,127,58,174,12,118,280,149,432,167,349,64,66,34,110,170,511,408,88,202,412,56,42,697,180,788,10,390,73,586,368,1014,197,491,193,222,3,639,252,97,83,309,954,20,269,15,278,71,286,183,790,269,423,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;Verrucomicrobiaceae bacterium DC2c-37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,2,0,12,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;,0,18,0,0,24,2,0,35,0,0,0,2,7,9,12,0,0,0,0,0,8,0,0,0,0,0,6,0,30,0,0,26,12,5,19,82,21,24,11,7,2,0,0,56,0,11,0,2,0,98,0,0,6,0,0,6,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter debontii,21,0,0,0,43,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,7,32,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis,0,0,0,0,0,0,0,0,3,0,0,0,4,24,0,1,0,0,0,18,5,5,0,12,14,0,0,0,19,0,0,0,0,0,5,1,72,0,3,2,5,0,0,0,0,0,2,0,0,14,4,0,30,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fusiformis,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,21,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,4,9,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;,0,36,0,0,0,0,4,0,4,0,0,0,22,6,0,0,0,11,4,32,40,0,30,0,0,7,0,10,15,0,0,0,32,0,5,4,8,0,11,0,4,0,0,3,12,2,0,3,0,5,4,0,8,0,12,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium sp. IMCC25902,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,9,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,0,0
Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;Archaeorhizomyces sp.,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,0,2,1,0,0,0,NA,0,0,0,0,33,0,0,0,1,0,0,0,1,0
Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces;Phaeococcomyces sp.,2328,0,72,0,0,0,0,132,0,0,0,0,0,0,18,202,0,0,2,0,0,0,1,0,29,0,0,1,0,6,0,0,2,0,0,NA,0,0,0,59,0,0,NA,0,0,2,0,0,0,0,0,15,0,0,0,0,27
Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Lasiodiplodia;Lasiodiplodia theobromae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,NA,0,35,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Macrophomina;Macrophomina phaseolina,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;,12,470,125,97,51,62,1113,2,210,55,209,41,29,15,2,249,324,3,20,34,64,136,13,87,81,34,8,7,1,294,55,0,280,174,86,NA,50,758,534,37,35,3185,NA,1,78,4,281,8,252,284,0,29,432,0,12,23,8
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium halotolerans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,4,NA,0,217,0,0,0,1,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium sphaerospermum,0,13,0,0,5,0,112,0,78,3,0,406,35,2,69,69,304,0,16,12,2,0,0,9,0,0,3,5,7,5665,14,0,31,97,13,NA,2,218,47,0,0,1189,NA,1,9,0,117,20,0,76,10,28,14,0,66,42,0
Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Rosisphaerella;Rosisphaerella rosicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,7,0,NA,0,0,0,0,0,0,0,0,34,4,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;NA;;,1,0,0,4,0,0,21,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,NA,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Capnodiales;NA;Pseudotaeniolina;Pseudotaeniolina globosa,3,0,0,0,0,0,0,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,NA,0,3,0,0,0,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1032
Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Devriesia;Devriesia compacta,0,0,0,0,0,0,0,0,600,126,392,0,7,15,0,0,43,0,344,16,1,125,174,278,81,167,820,389,0,0,0,0,25,1,0,NA,0,0,0,0,94,0,NA,0,9,4,134,0,0,23,0,506,5,0,450,0,0
Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Phaeothecoidea;Phaeothecoidea melaleuca,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Dothideales;Dothioraceae;Hormonema;Hormonema viticola,5,0,0,0,7,0,45,2,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,NA,0,0,0,8,0,0,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Dothideales;NA;;,4101,0,122,0,5,10,3,0,0,0,0,0,0,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,0,3,NA,0,0,0,35,0,0,NA,0,0,0,0,0,8,2,0,56,0,0,0,0,8
Ascomycota;Dothideomycetes;Dothideales;NA;Stigmina;aff. Stigmina sp.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,36,0,0,NA,0,0,0,0,0,0,0,0,18,0,0,0,0,6
Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;,1358,97,1041,159,29,3127,94,209,12,30,41,128,1242,0,1086,1889,7342,11,4,27,3,7,25,488,0,52,3,64,9,345,12,122,60,51,49,NA,0,93,76,249,0,2824,NA,24,4,2,390,155,1733,159,46,152,10,0,0,28,732
Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium pullulans,45,0,1111,0,0,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,32,0,0,0,0,0,86,0,0,0,0,0,NA,0,0,0,23,49,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Ascomycota;Dothideomycetes;NA;;NA;,791,392,194,6,332,52,139,322,0,3,0,13,1,0,20,27,0,1,0,81,13,376,0,14,0,0,9,53,96,2,8,446,14,2,28,NA,15,3,68,2612,0,16,NA,69,2,6,0,8,0,14,4,31,0,0,0,1,3
Ascomycota;Dothideomycetes;NA;Eremomycetaceae;Rhexothecium;Rhexothecium globosum,0,14,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,NA,0,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;NA;NA;NA;Dothideomycetes sp. 11361,30,11,0,0,3,0,21,226,0,146,18,325,859,0,29,1,116,0,0,0,1,0,2,5,0,11,0,0,0,0,7,682,4,0,0,NA,0,24,56,2,0,44,NA,618,0,0,0,44,34,20,122,20,0,0,66,5,1660
Ascomycota;Dothideomycetes;NA;Zopfiaceae;Didymocrea;Didymocrea sadasivanii,5,3,0,0,1,1,1,7,0,3,0,0,1,1,0,3,0,0,0,5,0,6,0,3,0,1,0,0,0,4,0,1,1,2,0,NA,0,0,1,0,0,0,NA,1,1,0,0,0,6,0,0,0,2,0,0,0,50
Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;Murispora;Murispora cardui,0,108,0,0,0,0,221,0,0,0,0,0,11,8,0,25,0,238,1,0,25,0,0,0,0,134,0,3,0,0,0,0,2,54,107,NA,267,36,18,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta;Pyrenochaeta sp. MUT 5216,0,534,0,0,0,0,382,0,0,0,0,0,121,0,0,1,0,3,264,36,58,1,6,11,0,129,0,16,0,0,0,0,14,260,121,NA,0,128,68,0,0,0,NA,0,29,0,4,0,1,0,0,8,5,0,54,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Didymella;,664,0,310,31,58,5,132,132,48,0,0,920,7,11,44,337,0,0,2,6,0,0,8,13,0,5,3,0,0,105,0,236,37,28,0,NA,0,0,0,437,0,31,NA,193,0,0,0,15,0,25,25,24,0,0,0,24,3616
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Epicoccum;,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Epicoccum;Epicoccum nigrum,9,12,83,0,0,2294,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,88,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Leptosphaerulina;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Macroventuria;Macroventuria wentii,86,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;NA;,1935,109,717,2,734,10,37,1491,0,28,0,127,0,0,148,12,0,11,0,0,41,0,0,4,0,0,0,7,0,64,31,280,20,46,19,NA,0,51,1375,160,0,18,NA,1602,0,0,0,1,357,0,0,25,0,0,0,1,485
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;,2,15,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;Phoma herbarum,0,0,9,0,0,0,24,0,0,22,5,0,326,2400,0,7,0,1,40,127,389,4,5645,612,22,1,1336,122,0,0,0,0,60,0,0,NA,0,0,0,0,21,0,NA,0,649,85,0,0,0,0,0,45,93,0,940,0,0
Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;Phoma sp. OUCMBI101031,12,0,0,0,1,0,0,130,0,0,0,6,1,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,6,0,213,0,0,0,NA,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,2,3,10,0,0,0,354
Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;NA;,12,0,0,0,1,0,0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Stagonospora;,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,4,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Morosphaeriaceae;Acrocalymma;Acrocalymma vagum,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,3,299,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;NA;;,359,1380,111,14,151,389,82,7049,64,10,12,28,827,116,1,223,325,93,61,257,223,173,65,1114,88,5023,25,8,6,73,14,313,468,240,41,NA,2,348,74,6,2,8,NA,509,1291,15,503,23,289,10,7,69,560,0,919,4,1156
Ascomycota;Dothideomycetes;Pleosporales;NA;Monodictys;Monodictys castaneae,1,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,438,1,0,0,NA,0,0,0,0,0,0,NA,9,0,0,0,0,0,0,0,3,0,0,0,0,492
Ascomycota;Dothideomycetes;Pleosporales;NA;NA;Pleosporales sp.,8,0,1,0,11,0,0,179,0,0,0,0,0,0,0,0,0,2,2944,152,6,1,171,2,0,0,0,213,0,0,0,1,3,2,0,NA,0,0,0,5,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Ascomycota;Dothideomycetes;Pleosporales;NA;NA;Pleosporales sp. 13PA04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ascomycota;Dothideomycetes;Pleosporales;NA;NA;Pleosporales sp. MUT 5336,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,4,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Neopyrenochaetaceae;Neopyrenochaeta;Neopyrenochaeta telephoni,0,9,0,0,0,0,386,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,9,0,0,0,0,0,0,0,0,1,3,0,NA,0,3,2,0,0,0,NA,0,21,0,2,0,2,0,0,1,4,0,5,0,0
Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Chaetosphaeronema;Chaetosphaeronema sp.,11,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,1,9,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;NA;,6,18,0,0,6,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,NA,0,0,1,22,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;,1678,364,1662,21,1851,341,54,202,0,33,0,560,47,6,6621,3612,0,13,86,455,17,11,17,10,0,0,15,20,39,41,16,1532,72,68,37,NA,10,198,820,2100,18,216,NA,720,44,1,0,362,219,126,26,26,5,0,0,12,406
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria chlamydosporigena,4,1,0,0,51,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,4,0,NA,2,0,0,0,0,0,NA,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria cumini,713,0,0,0,52,0,10,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,119,NA,0,4,34,0,0,7,NA,2,0,0,0,6,0,0,0,0,0,0,0,0,9
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria destruens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,47,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria sp.,31,62,2,0,37,0,0,132,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,24,0,0,NA,156,0,0,0,0,26,0,0,2,0,0,0,0,1618
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,12
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Comoclathris;Comoclathris sp.,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,NA,0,0,0,23,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Curvularia;,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,1,0,4,0,NA,0,0,0,0,0,0,NA,0,3,0,0,2,0,3198,3,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;,109,0,0,0,39,0,25,7,0,0,0,0,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,64,1,6,0,NA,2,62,18,391,0,11,NA,6,0,0,0,5,0,469,0,0,0,0,0,0,278
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium;,0,0,59,0,0,0,0,0,0,0,0,0,0,0,4,67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,9,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Tamaricicola;Tamaricicola sp.,3,2,0,0,1,0,0,7,4,2,0,1,22,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2,0,0,NA,14,0,0,0,0,1,0,0,0,0,0,3,0,64
Ascomycota;Dothideomycetes;Pleosporales;Pyrenochaetopsidaceae;Pyrenochaetopsis;,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,0,3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,210,0,0,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;,101,8,0,0,19,0,0,129,0,0,0,994,0,0,3,1,0,0,0,7,2,0,0,46,0,0,1,0,12,4,3,84,0,0,229,NA,4,20,6,51,0,1,NA,90,4,0,0,2,12,1,1,0,36,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;NA;Sporormiaceae sp.,11,0,0,0,2,0,0,28,0,0,0,0,0,0,134,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,473,0,0,0,NA,0,1,0,150,0,0,NA,75,0,0,0,0,4,0,0,0,0,0,0,0,0
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;,5,40,21,1,84,125,49,25,0,0,0,590,1,0,1031,1665,0,8,0,1,2,0,1,2,0,0,0,0,7,35,0,2301,28,5,12,NA,1,0,5,943,0,1,NA,334,1,1,0,4,41,0,6,0,0,0,0,6,21
Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia fleischhakii,13,41,18,5,18,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA,5,0,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
